	dataset	davies-bouldin	dunn	method	params	setting_id	silhouette
277	ecoli_colombos			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 5.5}	ecoli_colombos_80	
278	ecoli_colombos			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 6.0}	ecoli_colombos_81	
279	ecoli_colombos			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 6.5}	ecoli_colombos_82	
280	ecoli_colombos			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 7.0}	ecoli_colombos_83	
281	ecoli_dream5	7.394059852520549	0.025200193968060298	ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 0.5}	ecoli_dream5_0	-0.3528729220678966
282	ecoli_dream5	8.80045170226528	0.01994579948687414	ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 1.0}	ecoli_dream5_1	-0.34429159507611495
283	ecoli_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 1.5}	ecoli_dream5_2	
284	ecoli_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 2.0}	ecoli_dream5_3	
285	ecoli_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 2.5}	ecoli_dream5_4	
286	ecoli_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 3.0}	ecoli_dream5_5	
287	ecoli_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 3.5}	ecoli_dream5_6	
288	ecoli_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 4.0}	ecoli_dream5_7	
289	ecoli_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 4.5}	ecoli_dream5_8	
290	ecoli_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 5.0}	ecoli_dream5_9	
291	ecoli_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 5.5}	ecoli_dream5_10	
292	ecoli_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 6.0}	ecoli_dream5_11	
293	ecoli_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 6.5}	ecoli_dream5_12	
294	ecoli_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 7.0}	ecoli_dream5_13	
295	ecoli_dream5	10.12181576971157	0.022932803930668363	ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 0.5}	ecoli_dream5_14	-0.3501012024715735
296	ecoli_dream5	6.4951257510829645	0.01940508552428783	ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 1.0}	ecoli_dream5_15	-0.4308649645106912
297	ecoli_dream5			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 1.5}	ecoli_dream5_16	
298	ecoli_dream5			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 2.0}	ecoli_dream5_17	
299	ecoli_dream5			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 2.5}	ecoli_dream5_18	
300	ecoli_dream5			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 3.0}	ecoli_dream5_19	
301	ecoli_dream5			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 3.5}	ecoli_dream5_20	
302	ecoli_dream5			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 4.0}	ecoli_dream5_21	
303	ecoli_dream5			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 4.5}	ecoli_dream5_22	
304	ecoli_dream5			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 5.0}	ecoli_dream5_23	
305	ecoli_dream5			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 5.5}	ecoli_dream5_24	
306	ecoli_dream5			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 6.0}	ecoli_dream5_25	
307	ecoli_dream5			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 6.5}	ecoli_dream5_26	
308	ecoli_dream5			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 7.0}	ecoli_dream5_27	
309	ecoli_dream5	11.172759049163925	0.02432011764826248	ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 0.5}	ecoli_dream5_28	-0.15222334262945314
310	ecoli_dream5	6.993480453301694	0.01874868189245877	ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 1.0}	ecoli_dream5_29	-0.45273240414238
311	ecoli_dream5			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 1.5}	ecoli_dream5_30	
312	ecoli_dream5			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 2.0}	ecoli_dream5_31	
313	ecoli_dream5			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 2.5}	ecoli_dream5_32	
314	ecoli_dream5			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 3.0}	ecoli_dream5_33	
315	ecoli_dream5			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 3.5}	ecoli_dream5_34	
316	ecoli_dream5			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 4.0}	ecoli_dream5_35	
317	ecoli_dream5			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 4.5}	ecoli_dream5_36	
318	ecoli_dream5			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 5.0}	ecoli_dream5_37	
319	ecoli_dream5			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 5.5}	ecoli_dream5_38	
320	ecoli_dream5			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 6.0}	ecoli_dream5_39	
321	ecoli_dream5			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 6.5}	ecoli_dream5_40	
322	ecoli_dream5			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 7.0}	ecoli_dream5_41	
323	ecoli_dream5	10.932887794206234	0.01874868189245877	ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 0.5}	ecoli_dream5_42	-0.3207547079481163
324	ecoli_dream5	7.86004683804639	0.019331460927749424	ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 1.0}	ecoli_dream5_43	-0.4373716039671279
325	ecoli_dream5	6.090635337893089	0.026131209067924786	ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 1.5}	ecoli_dream5_44	-0.4425338288557019
326	ecoli_dream5			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 2.0}	ecoli_dream5_45	
327	ecoli_dream5			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 2.5}	ecoli_dream5_46	
328	ecoli_dream5			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 3.0}	ecoli_dream5_47	
329	ecoli_dream5			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 3.5}	ecoli_dream5_48	
330	ecoli_dream5			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 4.0}	ecoli_dream5_49	
331	ecoli_dream5			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 4.5}	ecoli_dream5_50	
332	ecoli_dream5			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 5.0}	ecoli_dream5_51	
333	ecoli_dream5			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 5.5}	ecoli_dream5_52	
334	ecoli_dream5			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 6.0}	ecoli_dream5_53	
335	ecoli_dream5			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 6.5}	ecoli_dream5_54	
336	ecoli_dream5			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 7.0}	ecoli_dream5_55	
337	ecoli_dream5	9.848119589083993	0.01874868189245877	ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 0.5}	ecoli_dream5_56	-0.24348260861632737
338	ecoli_dream5	7.775381088115942	0.01932660452694453	ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 1.0}	ecoli_dream5_57	-0.446201851809265
339	ecoli_dream5	6.085723788188818	0.0204823309448844	ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 1.5}	ecoli_dream5_58	-0.47442281401522307
340	ecoli_dream5			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 2.0}	ecoli_dream5_59	
341	ecoli_dream5			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 2.5}	ecoli_dream5_60	
342	ecoli_dream5			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 3.0}	ecoli_dream5_61	
343	ecoli_dream5			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 3.5}	ecoli_dream5_62	
344	ecoli_dream5			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 4.0}	ecoli_dream5_63	
345	ecoli_dream5			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 4.5}	ecoli_dream5_64	
346	ecoli_dream5			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 5.0}	ecoli_dream5_65	
347	ecoli_dream5			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 5.5}	ecoli_dream5_66	
348	ecoli_dream5			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 6.0}	ecoli_dream5_67	
349	ecoli_dream5			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 6.5}	ecoli_dream5_68	
350	ecoli_dream5			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 7.0}	ecoli_dream5_69	
351	ecoli_dream5	16.705811343677293	0.018633042932520195	ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 0.5}	ecoli_dream5_70	-0.21619945866675996
352	ecoli_dream5	8.143777430435996	0.019806005381152143	ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 1.0}	ecoli_dream5_71	-0.4617512464799366
353	ecoli_dream5			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 1.5}	ecoli_dream5_72	
354	ecoli_dream5			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 2.0}	ecoli_dream5_73	
355	ecoli_dream5			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 2.5}	ecoli_dream5_74	
356	ecoli_dream5			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 3.0}	ecoli_dream5_75	
357	ecoli_dream5			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 3.5}	ecoli_dream5_76	
358	ecoli_dream5			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 4.0}	ecoli_dream5_77	
359	ecoli_dream5			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 4.5}	ecoli_dream5_78	
360	ecoli_dream5			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 5.0}	ecoli_dream5_79	
361	ecoli_dream5			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 5.5}	ecoli_dream5_80	
362	ecoli_dream5			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 6.0}	ecoli_dream5_81	
363	ecoli_dream5			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 6.5}	ecoli_dream5_82	
364	ecoli_dream5			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 7.0}	ecoli_dream5_83	
365	yeast_gpl2529	13.024238744329915	0.023750623451843884	ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 0.5}	yeast_gpl2529_0	-0.1652329356090953
366	yeast_gpl2529	9.503727839336985	0.03763862696971548	ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 1.0}	yeast_gpl2529_1	-0.3441799376673781
367	yeast_gpl2529			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 1.5}	yeast_gpl2529_2	
368	yeast_gpl2529			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 2.0}	yeast_gpl2529_3	
369	yeast_gpl2529			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 2.5}	yeast_gpl2529_4	
370	yeast_gpl2529			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 3.0}	yeast_gpl2529_5	
371	yeast_gpl2529			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 3.5}	yeast_gpl2529_6	
372	yeast_gpl2529			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 4.0}	yeast_gpl2529_7	
373	yeast_gpl2529			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 4.5}	yeast_gpl2529_8	
374	yeast_gpl2529			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 5.0}	yeast_gpl2529_9	
375	yeast_gpl2529			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 5.5}	yeast_gpl2529_10	
376	yeast_gpl2529			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 6.0}	yeast_gpl2529_11	
377	yeast_gpl2529			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 6.5}	yeast_gpl2529_12	
378	yeast_gpl2529			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 7.0}	yeast_gpl2529_13	
379	yeast_gpl2529	13.703802426727862	0.023750623451843884	ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 0.5}	yeast_gpl2529_14	-0.28099948135043085
380	yeast_gpl2529	10.026891802830542	0.024100289368645795	ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 1.0}	yeast_gpl2529_15	-0.4325016460995363
381	yeast_gpl2529			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 1.5}	yeast_gpl2529_16	
382	yeast_gpl2529			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 2.0}	yeast_gpl2529_17	
383	yeast_gpl2529			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 2.5}	yeast_gpl2529_18	
384	yeast_gpl2529			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 3.0}	yeast_gpl2529_19	
385	yeast_gpl2529			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 3.5}	yeast_gpl2529_20	
386	yeast_gpl2529			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 4.0}	yeast_gpl2529_21	
387	yeast_gpl2529			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 4.5}	yeast_gpl2529_22	
388	yeast_gpl2529			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 5.0}	yeast_gpl2529_23	
389	yeast_gpl2529			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 5.5}	yeast_gpl2529_24	
390	yeast_gpl2529			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 6.0}	yeast_gpl2529_25	
391	yeast_gpl2529			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 6.5}	yeast_gpl2529_26	
392	yeast_gpl2529			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 7.0}	yeast_gpl2529_27	
393	yeast_gpl2529	11.81702404254409	0.023055690739068893	ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 0.5}	yeast_gpl2529_28	-0.3191585527180569
394	yeast_gpl2529	11.689219970752843	0.023676856059220062	ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 1.0}	yeast_gpl2529_29	-0.40851815003486336
395	yeast_gpl2529			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 1.5}	yeast_gpl2529_30	
396	yeast_gpl2529			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 2.0}	yeast_gpl2529_31	
397	yeast_gpl2529			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 2.5}	yeast_gpl2529_32	
398	yeast_gpl2529			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 3.0}	yeast_gpl2529_33	
399	yeast_gpl2529			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 3.5}	yeast_gpl2529_34	
400	yeast_gpl2529			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 4.0}	yeast_gpl2529_35	
401	yeast_gpl2529			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 4.5}	yeast_gpl2529_36	
402	yeast_gpl2529			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 5.0}	yeast_gpl2529_37	
403	yeast_gpl2529			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 5.5}	yeast_gpl2529_38	
404	yeast_gpl2529			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 6.0}	yeast_gpl2529_39	
405	yeast_gpl2529			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 6.5}	yeast_gpl2529_40	
406	yeast_gpl2529			ica_zscore	{u'k': 4, u'method': u'ica_zscore', u'stdcutoff': 7.0}	yeast_gpl2529_41	
407	yeast_gpl2529	16.148665578972142	0.02256633138802979	ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 0.5}	yeast_gpl2529_42	-0.35878318779467094
408	yeast_gpl2529	9.379098961770039	0.02351586011307361	ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 1.0}	yeast_gpl2529_43	-0.3811608200138704
409	yeast_gpl2529			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 1.5}	yeast_gpl2529_44	
410	yeast_gpl2529			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 2.0}	yeast_gpl2529_45	
411	yeast_gpl2529			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 2.5}	yeast_gpl2529_46	
412	yeast_gpl2529			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 3.0}	yeast_gpl2529_47	
413	yeast_gpl2529			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 3.5}	yeast_gpl2529_48	
414	yeast_gpl2529			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 4.0}	yeast_gpl2529_49	
415	yeast_gpl2529			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 4.5}	yeast_gpl2529_50	
416	yeast_gpl2529			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 5.0}	yeast_gpl2529_51	
417	yeast_gpl2529			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 5.5}	yeast_gpl2529_52	
418	yeast_gpl2529			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 6.0}	yeast_gpl2529_53	
419	yeast_gpl2529			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 6.5}	yeast_gpl2529_54	
420	yeast_gpl2529			ica_zscore	{u'k': 5, u'method': u'ica_zscore', u'stdcutoff': 7.0}	yeast_gpl2529_55	
421	yeast_gpl2529	15.085270378821523	0.02256633138802979	ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 0.5}	yeast_gpl2529_56	-0.30823200403364936
422	yeast_gpl2529	11.937629957873918	0.023450725895687002	ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 1.0}	yeast_gpl2529_57	-0.34235627353307924
423	yeast_gpl2529	9.1936505193177	0.023279265064534375	ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 1.5}	yeast_gpl2529_58	-0.3989597459206915
424	yeast_gpl2529			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 2.0}	yeast_gpl2529_59	
425	yeast_gpl2529			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 2.5}	yeast_gpl2529_60	
426	yeast_gpl2529			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 3.0}	yeast_gpl2529_61	
427	yeast_gpl2529			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 3.5}	yeast_gpl2529_62	
428	yeast_gpl2529			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 4.0}	yeast_gpl2529_63	
429	yeast_gpl2529			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 4.5}	yeast_gpl2529_64	
430	yeast_gpl2529			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 5.0}	yeast_gpl2529_65	
431	yeast_gpl2529			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 5.5}	yeast_gpl2529_66	
432	yeast_gpl2529			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 6.0}	yeast_gpl2529_67	
433	yeast_gpl2529			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 6.5}	yeast_gpl2529_68	
434	yeast_gpl2529			ica_zscore	{u'k': 6, u'method': u'ica_zscore', u'stdcutoff': 7.0}	yeast_gpl2529_69	
435	yeast_gpl2529	15.206554548166269	0.02462395744902877	ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 0.5}	yeast_gpl2529_70	-0.1827152311299117
436	yeast_gpl2529	11.82729277109871	0.02471770489870172	ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 1.0}	yeast_gpl2529_71	-0.40152650905268145
437	yeast_gpl2529	7.9775940078558865	0.023279265064534375	ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 1.5}	yeast_gpl2529_72	-0.46122487368918647
438	yeast_gpl2529			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 2.0}	yeast_gpl2529_73	
439	yeast_gpl2529			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 2.5}	yeast_gpl2529_74	
440	yeast_gpl2529			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 3.0}	yeast_gpl2529_75	
441	yeast_gpl2529			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 3.5}	yeast_gpl2529_76	
442	yeast_gpl2529			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 4.0}	yeast_gpl2529_77	
443	yeast_gpl2529			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 4.5}	yeast_gpl2529_78	
444	yeast_gpl2529			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 5.0}	yeast_gpl2529_79	
445	yeast_gpl2529			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 5.5}	yeast_gpl2529_80	
446	yeast_gpl2529			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 6.0}	yeast_gpl2529_81	
447	yeast_gpl2529			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 6.5}	yeast_gpl2529_82	
448	yeast_gpl2529			ica_zscore	{u'k': 7, u'method': u'ica_zscore', u'stdcutoff': 7.0}	yeast_gpl2529_83	
449	yeast_dream5	10.944891468998584	0.022395906442962472	ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 0.5}	yeast_dream5_0	-0.16010089304423145
450	yeast_dream5	9.213641774713922	0.0223583316534548	ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 1.0}	yeast_dream5_1	-0.4294009005471558
451	yeast_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 1.5}	yeast_dream5_2	
452	yeast_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 2.0}	yeast_dream5_3	
453	yeast_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 2.5}	yeast_dream5_4	
454	yeast_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 3.0}	yeast_dream5_5	
455	yeast_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 3.5}	yeast_dream5_6	
456	yeast_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 4.0}	yeast_dream5_7	
457	yeast_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 4.5}	yeast_dream5_8	
458	yeast_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 5.0}	yeast_dream5_9	
459	yeast_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 5.5}	yeast_dream5_10	
460	yeast_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 6.0}	yeast_dream5_11	
461	yeast_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 6.5}	yeast_dream5_12	
462	yeast_dream5			ica_zscore	{u'k': 2, u'method': u'ica_zscore', u'stdcutoff': 7.0}	yeast_dream5_13	
463	yeast_dream5	12.076744186388009	0.019246353601432807	ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 0.5}	yeast_dream5_14	-0.23287117633062623
464	yeast_dream5	10.695954330688428	0.01962309016578068	ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 1.0}	yeast_dream5_15	-0.35446810414832997
465	yeast_dream5			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 1.5}	yeast_dream5_16	
466	yeast_dream5			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 2.0}	yeast_dream5_17	
467	yeast_dream5			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 2.5}	yeast_dream5_18	
468	yeast_dream5			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 3.0}	yeast_dream5_19	
469	yeast_dream5			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 3.5}	yeast_dream5_20	
470	yeast_dream5			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 4.0}	yeast_dream5_21	
471	yeast_dream5			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 4.5}	yeast_dream5_22	
472	yeast_dream5			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 5.0}	yeast_dream5_23	
473	yeast_dream5			ica_zscore	{u'k': 3, u'method': u'ica_zscore', u'stdcutoff': 5.5}	yeast_dream5_24	
