	Unnamed: 0	dataset	davies-bouldin	dunn	method	params	setting_id	silhouette
1973	1973	ecoli_colombos	2.849773346731187	0.193258968430435	spectral_biclust	{u'ngenes': 300, u'method': u'spectral_biclust', u'n': 20}	ecoli_colombos_13	-0.047060713165536935
1974	1974	ecoli_colombos	2.550054886825886	0.193258968430435	spectral_biclust	{u'ngenes': 400, u'method': u'spectral_biclust', u'n': 20}	ecoli_colombos_14	-0.05315475598561537
1975	1975	ecoli_colombos	2.3087571284866035	0.19456635015819526	spectral_biclust	{u'ngenes': 500, u'method': u'spectral_biclust', u'n': 20}	ecoli_colombos_15	-0.07202130528717265
1976	1976	ecoli_colombos	3.9923682563895935	0.1647250452617839	spectral_biclust	{u'ngenes': 10, u'method': u'spectral_biclust', u'n': 50}	ecoli_colombos_16	0.015925279514058567
1977	1977	ecoli_colombos	3.8656896229168565	0.19562858548839399	spectral_biclust	{u'ngenes': 20, u'method': u'spectral_biclust', u'n': 50}	ecoli_colombos_17	0.01164516357326137
1978	1978	ecoli_colombos	3.837918600655788	0.19337917943675306	spectral_biclust	{u'ngenes': 50, u'method': u'spectral_biclust', u'n': 50}	ecoli_colombos_18	-0.0007474759528415468
1979	1979	ecoli_colombos	3.3579258829012133	0.19418685187663376	spectral_biclust	{u'ngenes': 100, u'method': u'spectral_biclust', u'n': 50}	ecoli_colombos_19	-0.005823474667957051
1980	1980	ecoli_colombos	2.8341015295452565	0.22141172032959872	spectral_biclust	{u'ngenes': 200, u'method': u'spectral_biclust', u'n': 50}	ecoli_colombos_20	-0.0037642721835209796
1981	1981	ecoli_colombos	2.5149961256950517	0.20679013171934235	spectral_biclust	{u'ngenes': 300, u'method': u'spectral_biclust', u'n': 50}	ecoli_colombos_21	-0.01697311657783077
1982	1982	ecoli_colombos	2.231723691216287	0.2178901489388844	spectral_biclust	{u'ngenes': 400, u'method': u'spectral_biclust', u'n': 50}	ecoli_colombos_22	-0.018521752310302342
1983	1983	ecoli_colombos	2.013808379906562	0.2316717917368992	spectral_biclust	{u'ngenes': 500, u'method': u'spectral_biclust', u'n': 50}	ecoli_colombos_23	-0.026396768485628712
1984	1984	ecoli_colombos	4.0380768454122995	0.1647250452617839	spectral_biclust	{u'ngenes': 10, u'method': u'spectral_biclust', u'n': 100}	ecoli_colombos_24	0.017609329816508014
1985	1985	ecoli_colombos	3.8239337741850967	0.18795351289108825	spectral_biclust	{u'ngenes': 20, u'method': u'spectral_biclust', u'n': 100}	ecoli_colombos_25	0.013399071267823795
1986	1986	ecoli_colombos	3.605911136866936	0.19078051557418085	spectral_biclust	{u'ngenes': 50, u'method': u'spectral_biclust', u'n': 100}	ecoli_colombos_26	0.00307463699984164
1987	1987	ecoli_colombos	3.2300241381826678	0.19083471292967485	spectral_biclust	{u'ngenes': 100, u'method': u'spectral_biclust', u'n': 100}	ecoli_colombos_27	-0.005571595251214531
1988	1988	ecoli_colombos	2.7227519303322487	0.20679013171934235	spectral_biclust	{u'ngenes': 200, u'method': u'spectral_biclust', u'n': 100}	ecoli_colombos_28	0.007649675055520998
1989	1989	ecoli_colombos	2.422286887472346	0.19418685187663376	spectral_biclust	{u'ngenes': 300, u'method': u'spectral_biclust', u'n': 100}	ecoli_colombos_29	0.0005225094679832947
1990	1990	ecoli_colombos	2.1311361934597524	0.22384319881558146	spectral_biclust	{u'ngenes': 400, u'method': u'spectral_biclust', u'n': 100}	ecoli_colombos_30	-0.007794228384174589
1991	1991	ecoli_colombos	1.9234983010303337	0.22384319881558146	spectral_biclust	{u'ngenes': 500, u'method': u'spectral_biclust', u'n': 100}	ecoli_colombos_31	-0.01176684200906858
1992	1992	ecoli_colombos	3.892303275279314	0.1647250452617839	spectral_biclust	{u'ngenes': 10, u'method': u'spectral_biclust', u'n': 200}	ecoli_colombos_32	0.018592306509990983
1993	1993	ecoli_colombos	3.691976123610602	0.18199583548171505	spectral_biclust	{u'ngenes': 20, u'method': u'spectral_biclust', u'n': 200}	ecoli_colombos_33	0.010899503688719687
1994	1994	ecoli_colombos	3.5245491681866428	0.18937009155000367	spectral_biclust	{u'ngenes': 50, u'method': u'spectral_biclust', u'n': 200}	ecoli_colombos_34	0.010709042682492098
1995	1995	ecoli_colombos	3.128879624364992	0.18536425082801955	spectral_biclust	{u'ngenes': 100, u'method': u'spectral_biclust', u'n': 200}	ecoli_colombos_35	0.005192888546072607
1996	1996	ecoli_colombos	2.6730404910547128	0.2149973182459774	spectral_biclust	{u'ngenes': 200, u'method': u'spectral_biclust', u'n': 200}	ecoli_colombos_36	0.00029630733798447075
1997	1997	ecoli_colombos	2.3099891011414755	0.22384319881558146	spectral_biclust	{u'ngenes': 300, u'method': u'spectral_biclust', u'n': 200}	ecoli_colombos_37	-0.002114997633182037
1998	1998	ecoli_colombos	2.098215071135881	0.2213625900084992	spectral_biclust	{u'ngenes': 400, u'method': u'spectral_biclust', u'n': 200}	ecoli_colombos_38	-0.010542051375503476
1999	1999	ecoli_colombos	1.8480775908060652	0.2121821613788712	spectral_biclust	{u'ngenes': 500, u'method': u'spectral_biclust', u'n': 200}	ecoli_colombos_39	-0.004774868421241793
2000	2000	ecoli_colombos	3.4454410410229785	0.19318652123712327	spectral_biclust	{u'ngenes': 10, u'method': u'spectral_biclust', u'n': 300}	ecoli_colombos_40	0.0266726169403958
2001	2001	ecoli_colombos	3.5167099501207724	0.18199583548171505	spectral_biclust	{u'ngenes': 20, u'method': u'spectral_biclust', u'n': 300}	ecoli_colombos_41	0.02291939792972029
2002	2002	ecoli_colombos	3.4158764393339136	0.20478474167127947	spectral_biclust	{u'ngenes': 50, u'method': u'spectral_biclust', u'n': 300}	ecoli_colombos_42	0.019215115575539583
2003	2003	ecoli_colombos	3.0197362041628417	0.2149973182459774	spectral_biclust	{u'ngenes': 100, u'method': u'spectral_biclust', u'n': 300}	ecoli_colombos_43	0.019989949064644446
2004	2004	ecoli_colombos	2.5649863633706564	0.2149973182459774	spectral_biclust	{u'ngenes': 200, u'method': u'spectral_biclust', u'n': 300}	ecoli_colombos_44	0.013070139177876885
2005	2005	ecoli_colombos	2.2703516211847012	0.2178901489388844	spectral_biclust	{u'ngenes': 300, u'method': u'spectral_biclust', u'n': 300}	ecoli_colombos_45	0.004394179176099266
2006	2006	ecoli_colombos	2.0123283424847807	0.22384319881558146	spectral_biclust	{u'ngenes': 400, u'method': u'spectral_biclust', u'n': 300}	ecoli_colombos_46	0.0017537897861498106
2007	2007	ecoli_colombos	1.8008522612638918	0.2258141720401721	spectral_biclust	{u'ngenes': 500, u'method': u'spectral_biclust', u'n': 300}	ecoli_colombos_47	0.002772427803500343
2008	2008	ecoli_colombos	3.5016158435446463	0.18942762661050813	spectral_biclust	{u'ngenes': 10, u'method': u'spectral_biclust', u'n': 400}	ecoli_colombos_48	0.034779346242331095
2009	2009	ecoli_colombos	3.3505064902278168	0.18199583548171505	spectral_biclust	{u'ngenes': 20, u'method': u'spectral_biclust', u'n': 400}	ecoli_colombos_49	0.02163782485987276
2010	2010	ecoli_colombos	3.4207413038257632	0.2053131217594636	spectral_biclust	{u'ngenes': 50, u'method': u'spectral_biclust', u'n': 400}	ecoli_colombos_50	0.011419464524293174
2011	2011	ecoli_colombos	3.0171611474181823	0.21064831654350236	spectral_biclust	{u'ngenes': 100, u'method': u'spectral_biclust', u'n': 400}	ecoli_colombos_51	0.010275603637116174
2012	2012	ecoli_colombos	2.533214586869703	0.2121821613788712	spectral_biclust	{u'ngenes': 200, u'method': u'spectral_biclust', u'n': 400}	ecoli_colombos_52	-0.010859931444385679
2013	2013	ecoli_colombos	2.269088765771364	0.20866522963714634	spectral_biclust	{u'ngenes': 300, u'method': u'spectral_biclust', u'n': 400}	ecoli_colombos_53	-0.008348848395651611
2014	2014	ecoli_colombos	1.994324121238649	0.2252016029787112	spectral_biclust	{u'ngenes': 400, u'method': u'spectral_biclust', u'n': 400}	ecoli_colombos_54	0.00022973746079836104
2015	2015	ecoli_colombos	1.7814643917999469	0.2178901489388844	spectral_biclust	{u'ngenes': 500, u'method': u'spectral_biclust', u'n': 400}	ecoli_colombos_55	-0.02376118919132449
2016	2016	ecoli_colombos	3.38204410317324	0.190760237978336	spectral_biclust	{u'ngenes': 10, u'method': u'spectral_biclust', u'n': 500}	ecoli_colombos_56	0.03681898236148598
2017	2017	ecoli_colombos	3.4672209533614664	0.19755338840288575	spectral_biclust	{u'ngenes': 20, u'method': u'spectral_biclust', u'n': 500}	ecoli_colombos_57	0.027360057976709103
2018	2018	ecoli_colombos	3.4187846705480904	0.2053131217594636	spectral_biclust	{u'ngenes': 50, u'method': u'spectral_biclust', u'n': 500}	ecoli_colombos_58	0.012069194955908948
2019	2019	ecoli_colombos	2.9835116962948764	0.19383820615773853	spectral_biclust	{u'ngenes': 100, u'method': u'spectral_biclust', u'n': 500}	ecoli_colombos_59	0.008605573948613094
2020	2020	ecoli_colombos	2.6030502374069	0.22097627200004166	spectral_biclust	{u'ngenes': 200, u'method': u'spectral_biclust', u'n': 500}	ecoli_colombos_60	0.004338184742806539
2021	2021	ecoli_colombos	2.2216352272058826	0.20866522963714634	spectral_biclust	{u'ngenes': 300, u'method': u'spectral_biclust', u'n': 500}	ecoli_colombos_61	-0.004121782758600756
2022	2022	ecoli_colombos	1.9868207837298704	0.21020375115407755	spectral_biclust	{u'ngenes': 400, u'method': u'spectral_biclust', u'n': 500}	ecoli_colombos_62	0.0007156447548297852
2023	2023	ecoli_colombos	1.7320133025605304	0.2254406656748241	spectral_biclust	{u'ngenes': 500, u'method': u'spectral_biclust', u'n': 500}	ecoli_colombos_63	-0.0008969773573804689
2024	2024	ecoli_dream5	4.276095218297092	0.02536485698557889	spectral_biclust	{u'ngenes': 10, u'method': u'spectral_biclust', u'n': 10}	ecoli_dream5_0	-0.041247025282504984
2025	2025	ecoli_dream5	4.484266280144976	0.03164723157029527	spectral_biclust	{u'ngenes': 20, u'method': u'spectral_biclust', u'n': 10}	ecoli_dream5_1	-0.07957834888440389
2026	2026	ecoli_dream5	5.5119304327062055	0.02769557228562501	spectral_biclust	{u'ngenes': 50, u'method': u'spectral_biclust', u'n': 10}	ecoli_dream5_2	-0.1476709323235654
2027	2027	ecoli_dream5	5.3926310696801165	0.029030334035497263	spectral_biclust	{u'ngenes': 100, u'method': u'spectral_biclust', u'n': 10}	ecoli_dream5_3	-0.1883224469590576
2028	2028	ecoli_dream5	5.407994499687743	0.029472515181157108	spectral_biclust	{u'ngenes': 200, u'method': u'spectral_biclust', u'n': 10}	ecoli_dream5_4	-0.2425274027705119
2029	2029	ecoli_dream5	5.118441455479688	0.029547228022436686	spectral_biclust	{u'ngenes': 300, u'method': u'spectral_biclust', u'n': 10}	ecoli_dream5_5	-0.28831961792930405
2030	2030	ecoli_dream5	4.999566985976295	0.020900818296413427	spectral_biclust	{u'ngenes': 400, u'method': u'spectral_biclust', u'n': 10}	ecoli_dream5_6	-0.3341724744254451
2031	2031	ecoli_dream5	4.501915884064472	0.03144297281426346	spectral_biclust	{u'ngenes': 500, u'method': u'spectral_biclust', u'n': 10}	ecoli_dream5_7	-0.34924152509705864
2032	2032	ecoli_dream5	3.5656449343577847	0.027060687007301614	spectral_biclust	{u'ngenes': 10, u'method': u'spectral_biclust', u'n': 20}	ecoli_dream5_8	-0.02267837403069896
2033	2033	ecoli_dream5	4.115702949025224	0.029754704996418486	spectral_biclust	{u'ngenes': 20, u'method': u'spectral_biclust', u'n': 20}	ecoli_dream5_9	-0.07553226952859375
2034	2034	ecoli_dream5	4.620546625185613	0.03281260376628544	spectral_biclust	{u'ngenes': 50, u'method': u'spectral_biclust', u'n': 20}	ecoli_dream5_10	-0.1134891128442014
2035	2035	ecoli_dream5	4.621988033931093	0.03215957877274691	spectral_biclust	{u'ngenes': 100, u'method': u'spectral_biclust', u'n': 20}	ecoli_dream5_11	-0.1636475974223157
2036	2036	ecoli_dream5	4.416888878561728	0.029547228022436686	spectral_biclust	{u'ngenes': 200, u'method': u'spectral_biclust', u'n': 20}	ecoli_dream5_12	-0.2211512435003985
2037	2037	ecoli_dream5	4.155099626092077	0.029547228022436686	spectral_biclust	{u'ngenes': 300, u'method': u'spectral_biclust', u'n': 20}	ecoli_dream5_13	-0.2600023912240434
2038	2038	ecoli_dream5	3.8048121743629593	0.0367166995632876	spectral_biclust	{u'ngenes': 400, u'method': u'spectral_biclust', u'n': 20}	ecoli_dream5_14	-0.27129944111986143
2039	2039	ecoli_dream5	3.658814279341189	0.03577088149537402	spectral_biclust	{u'ngenes': 500, u'method': u'spectral_biclust', u'n': 20}	ecoli_dream5_15	-0.29210884300864826
2040	2040	ecoli_dream5	3.6591289436963463	0.027060687007301614	spectral_biclust	{u'ngenes': 10, u'method': u'spectral_biclust', u'n': 50}	ecoli_dream5_16	-0.02122894915432961
2041	2041	ecoli_dream5	3.834223559702872	0.03017713953434185	spectral_biclust	{u'ngenes': 20, u'method': u'spectral_biclust', u'n': 50}	ecoli_dream5_17	-0.06490916392572865
2042	2042	ecoli_dream5	4.291700655479159	0.029547228022436686	spectral_biclust	{u'ngenes': 50, u'method': u'spectral_biclust', u'n': 50}	ecoli_dream5_18	-0.11220676608349504
2043	2043	ecoli_dream5	4.168877194066374	0.03260126773782289	spectral_biclust	{u'ngenes': 100, u'method': u'spectral_biclust', u'n': 50}	ecoli_dream5_19	-0.1525646867174742
2044	2044	ecoli_dream5	3.932208253217053	0.03281260376628544	spectral_biclust	{u'ngenes': 200, u'method': u'spectral_biclust', u'n': 50}	ecoli_dream5_20	-0.18085569250226774
2045	2045	ecoli_dream5	3.599538757182366	0.037531799622769466	spectral_biclust	{u'ngenes': 300, u'method': u'spectral_biclust', u'n': 50}	ecoli_dream5_21	-0.2326364076472873
2046	2046	ecoli_dream5	3.3620550192274488	0.04083498952402087	spectral_biclust	{u'ngenes': 400, u'method': u'spectral_biclust', u'n': 50}	ecoli_dream5_22	-0.25451513190866865
2047	2047	ecoli_dream5	3.2539659661588014	0.035166766708513715	spectral_biclust	{u'ngenes': 500, u'method': u'spectral_biclust', u'n': 50}	ecoli_dream5_23	-0.2617850403364
2048	2048	ecoli_dream5	3.655932079156503	0.026341302071101292	spectral_biclust	{u'ngenes': 10, u'method': u'spectral_biclust', u'n': 100}	ecoli_dream5_24	-0.0267838821074646
2049	2049	ecoli_dream5	3.919624226678597	0.029754704996418486	spectral_biclust	{u'ngenes': 20, u'method': u'spectral_biclust', u'n': 100}	ecoli_dream5_25	-0.06133901595460081
2050	2050	ecoli_dream5	4.190066728391517	0.03509382625486416	spectral_biclust	{u'ngenes': 50, u'method': u'spectral_biclust', u'n': 100}	ecoli_dream5_26	-0.11761549599277495
2051	2051	ecoli_dream5	3.9653771851129465	0.03399694541020416	spectral_biclust	{u'ngenes': 100, u'method': u'spectral_biclust', u'n': 100}	ecoli_dream5_27	-0.14861047796061247
2052	2052	ecoli_dream5	3.8537908695315752	0.03952835395062949	spectral_biclust	{u'ngenes': 200, u'method': u'spectral_biclust', u'n': 100}	ecoli_dream5_28	-0.17321906545782034
2053	2053	ecoli_dream5	3.5868345424407053	0.037531799622769466	spectral_biclust	{u'ngenes': 300, u'method': u'spectral_biclust', u'n': 100}	ecoli_dream5_29	-0.21335658339849575
2054	2054	ecoli_dream5	3.3236806463021917	0.03641449065588905	spectral_biclust	{u'ngenes': 400, u'method': u'spectral_biclust', u'n': 100}	ecoli_dream5_30	-0.2527772091806571
2055	2055	ecoli_dream5	3.232916199372631	0.03279066990215409	spectral_biclust	{u'ngenes': 500, u'method': u'spectral_biclust', u'n': 100}	ecoli_dream5_31	-0.2430234325779637
2056	2056	ecoli_dream5	3.71878280466971	0.02943392269875612	spectral_biclust	{u'ngenes': 10, u'method': u'spectral_biclust', u'n': 200}	ecoli_dream5_32	-0.02811696945644153
2057	2057	ecoli_dream5	3.86909310067004	0.030051265713988657	spectral_biclust	{u'ngenes': 20, u'method': u'spectral_biclust', u'n': 200}	ecoli_dream5_33	-0.06833985625620627
2058	2058	ecoli_dream5	4.0670513711270155	0.029754704996418486	spectral_biclust	{u'ngenes': 50, u'method': u'spectral_biclust', u'n': 200}	ecoli_dream5_34	-0.10759474274492026
2059	2059	ecoli_dream5	3.906375453000924	0.030674507909585976	spectral_biclust	{u'ngenes': 100, u'method': u'spectral_biclust', u'n': 200}	ecoli_dream5_35	-0.1522179292564807
2060	2060	ecoli_dream5	3.6493293746617246	0.04134449415288476	spectral_biclust	{u'ngenes': 200, u'method': u'spectral_biclust', u'n': 200}	ecoli_dream5_36	-0.1754934643069442
2061	2061	ecoli_dream5	3.3286914634133513	0.037531799622769466	spectral_biclust	{u'ngenes': 300, u'method': u'spectral_biclust', u'n': 200}	ecoli_dream5_37	-0.2068485622637037
2062	2062	ecoli_dream5	3.19330763052433	0.037531799622769466	spectral_biclust	{u'ngenes': 400, u'method': u'spectral_biclust', u'n': 200}	ecoli_dream5_38	-0.2287576303187932
2063	2063	ecoli_dream5	2.9752962632912143	0.03463915374108483	spectral_biclust	{u'ngenes': 500, u'method': u'spectral_biclust', u'n': 200}	ecoli_dream5_39	-0.2482896167382063
2064	2064	ecoli_dream5	3.63313624023258	0.030051265713988657	spectral_biclust	{u'ngenes': 10, u'method': u'spectral_biclust', u'n': 300}	ecoli_dream5_40	-0.032878275226971704
2065	2065	ecoli_dream5	3.7171447661566255	0.030674507909585976	spectral_biclust	{u'ngenes': 20, u'method': u'spectral_biclust', u'n': 300}	ecoli_dream5_41	-0.05756725177809804
2066	2066	ecoli_dream5	4.129868173192374	0.03338652453910381	spectral_biclust	{u'ngenes': 50, u'method': u'spectral_biclust', u'n': 300}	ecoli_dream5_42	-0.10093399855018716
2067	2067	ecoli_dream5	3.9080662273933497	0.0342666801085132	spectral_biclust	{u'ngenes': 100, u'method': u'spectral_biclust', u'n': 300}	ecoli_dream5_43	-0.14514287466124606
2068	2068	ecoli_dream5	3.5916435254325383	0.03332035006242383	spectral_biclust	{u'ngenes': 200, u'method': u'spectral_biclust', u'n': 300}	ecoli_dream5_44	-0.17344748732754464
2069	2069	ecoli_dream5	3.4014054920589105	0.04083498952402087	spectral_biclust	{u'ngenes': 300, u'method': u'spectral_biclust', u'n': 300}	ecoli_dream5_45	-0.2230140710123311
2070	2070	ecoli_dream5	3.3319714120509034	0.03439540116715832	spectral_biclust	{u'ngenes': 400, u'method': u'spectral_biclust', u'n': 300}	ecoli_dream5_46	-0.2248274100457429
2071	2071	ecoli_dream5	2.9057419661171733	0.050650797649523176	spectral_biclust	{u'ngenes': 500, u'method': u'spectral_biclust', u'n': 300}	ecoli_dream5_47	-0.2371261089986967
2072	2072	ecoli_dream5	3.609601883710339	0.030051265713988657	spectral_biclust	{u'ngenes': 10, u'method': u'spectral_biclust', u'n': 400}	ecoli_dream5_48	-0.032312599724467636
2073	2073	ecoli_dream5	3.799811793574226	0.028356260351276162	spectral_biclust	{u'ngenes': 20, u'method': u'spectral_biclust', u'n': 400}	ecoli_dream5_49	-0.060807393195824025
2074	2074	ecoli_dream5	3.8457778676329673	0.030613708843604863	spectral_biclust	{u'ngenes': 50, u'method': u'spectral_biclust', u'n': 400}	ecoli_dream5_50	-0.1008649191641342
2075	2075	ecoli_dream5	4.023809552449623	0.03328877984285136	spectral_biclust	{u'ngenes': 100, u'method': u'spectral_biclust', u'n': 400}	ecoli_dream5_51	-0.14517518773630658
2076	2076	ecoli_dream5	3.5954446029906597	0.030613708843604863	spectral_biclust	{u'ngenes': 200, u'method': u'spectral_biclust', u'n': 400}	ecoli_dream5_52	-0.19114086219299886
2077	2077	ecoli_dream5	3.2441430356560623	0.04085008805343319	spectral_biclust	{u'ngenes': 300, u'method': u'spectral_biclust', u'n': 400}	ecoli_dream5_53	-0.21083770454725706
2078	2078	ecoli_dream5	3.2543427470410995	0.03027462149111545	spectral_biclust	{u'ngenes': 400, u'method': u'spectral_biclust', u'n': 400}	ecoli_dream5_54	-0.2441041580131097
2079	2079	ecoli_dream5	3.0517913345715297	0.04870669329196215	spectral_biclust	{u'ngenes': 500, u'method': u'spectral_biclust', u'n': 400}	ecoli_dream5_55	-0.2399343793180477
2080	2080	ecoli_dream5	3.644248379381215	0.02650477943687356	spectral_biclust	{u'ngenes': 10, u'method': u'spectral_biclust', u'n': 500}	ecoli_dream5_56	-0.03041834157222545
2081	2081	ecoli_dream5	3.771124464841383	0.03058470310061868	spectral_biclust	{u'ngenes': 20, u'method': u'spectral_biclust', u'n': 500}	ecoli_dream5_57	-0.05489490070153396
2082	2082	ecoli_dream5	4.047295262591227	0.03144496446180133	spectral_biclust	{u'ngenes': 50, u'method': u'spectral_biclust', u'n': 500}	ecoli_dream5_58	-0.13160248537801758
2083	2083	ecoli_dream5	3.918069670976221	0.03377798139643599	spectral_biclust	{u'ngenes': 100, u'method': u'spectral_biclust', u'n': 500}	ecoli_dream5_59	-0.13982244639131422
2084	2084	ecoli_dream5	3.4898957815026432	0.03912949484406779	spectral_biclust	{u'ngenes': 200, u'method': u'spectral_biclust', u'n': 500}	ecoli_dream5_60	-0.19981482020830946
2085	2085	ecoli_dream5	3.4280467637902383	0.04710312670572852	spectral_biclust	{u'ngenes': 300, u'method': u'spectral_biclust', u'n': 500}	ecoli_dream5_61	-0.2322101257774627
2086	2086	ecoli_dream5	3.2219216740337417	0.041679580525198635	spectral_biclust	{u'ngenes': 400, u'method': u'spectral_biclust', u'n': 500}	ecoli_dream5_62	-0.2521701200857926
2087	2087	ecoli_dream5	2.9849879025334305	0.03641449065588905	spectral_biclust	{u'ngenes': 500, u'method': u'spectral_biclust', u'n': 500}	ecoli_dream5_63	-0.23891080788708274
2088	2088	yeast_gpl2529	3.275670053990205	0.04750100806700571	spectral_biclust	{u'ngenes': 10, u'method': u'spectral_biclust', u'n': 10}	yeast_gpl2529_0	-0.060707778855583185
2089	2089	yeast_gpl2529	4.287044043260861	0.043222994387051836	spectral_biclust	{u'ngenes': 20, u'method': u'spectral_biclust', u'n': 10}	yeast_gpl2529_1	-0.08706212803063647
2090	2090	yeast_gpl2529	4.91787035976635	0.043854310355360616	spectral_biclust	{u'ngenes': 50, u'method': u'spectral_biclust', u'n': 10}	yeast_gpl2529_2	-0.1376265146823932
2091	2091	yeast_gpl2529	5.1163245373543385	0.04312336651345805	spectral_biclust	{u'ngenes': 100, u'method': u'spectral_biclust', u'n': 10}	yeast_gpl2529_3	-0.1711319988775908
2092	2092	yeast_gpl2529	5.240238000364137	0.0418163159626908	spectral_biclust	{u'ngenes': 200, u'method': u'spectral_biclust', u'n': 10}	yeast_gpl2529_4	-0.22658681191391786
2093	2093	yeast_gpl2529	4.92477946188728	0.04017094976949924	spectral_biclust	{u'ngenes': 300, u'method': u'spectral_biclust', u'n': 10}	yeast_gpl2529_5	-0.2496691271369841
2094	2094	yeast_gpl2529	4.591035839849647	0.035482347356076964	spectral_biclust	{u'ngenes': 400, u'method': u'spectral_biclust', u'n': 10}	yeast_gpl2529_6	-0.28239555663114396
2095	2095	yeast_gpl2529	4.436830560917243	0.039861579352956165	spectral_biclust	{u'ngenes': 500, u'method': u'spectral_biclust', u'n': 10}	yeast_gpl2529_7	-0.2960717978454087
2096	2096	yeast_gpl2529	3.22428985588798	0.04740249838077271	spectral_biclust	{u'ngenes': 10, u'method': u'spectral_biclust', u'n': 20}	yeast_gpl2529_8	-0.05039309008805374
2097	2097	yeast_gpl2529	3.843025152296893	0.04831356830379243	spectral_biclust	{u'ngenes': 20, u'method': u'spectral_biclust', u'n': 20}	yeast_gpl2529_9	-0.08444782429958968
2098	2098	yeast_gpl2529	4.370519133425226	0.04831356830379243	spectral_biclust	{u'ngenes': 50, u'method': u'spectral_biclust', u'n': 20}	yeast_gpl2529_10	-0.1266177834161431
2099	2099	yeast_gpl2529	4.551575667361684	0.03858173381257325	spectral_biclust	{u'ngenes': 100, u'method': u'spectral_biclust', u'n': 20}	yeast_gpl2529_11	-0.16267285693420874
2100	2100	yeast_gpl2529	4.384865943297552	0.035769688116742436	spectral_biclust	{u'ngenes': 200, u'method': u'spectral_biclust', u'n': 20}	yeast_gpl2529_12	-0.1927416106819049
2101	2101	yeast_gpl2529	4.090166011550018	0.03802724000137714	spectral_biclust	{u'ngenes': 300, u'method': u'spectral_biclust', u'n': 20}	yeast_gpl2529_13	-0.20864144101813734
2102	2102	yeast_gpl2529	3.9508535980880577	0.037049500327254924	spectral_biclust	{u'ngenes': 400, u'method': u'spectral_biclust', u'n': 20}	yeast_gpl2529_14	-0.2315262521368345
2103	2103	yeast_gpl2529	3.792167479440555	0.03693794273339849	spectral_biclust	{u'ngenes': 500, u'method': u'spectral_biclust', u'n': 20}	yeast_gpl2529_15	-0.258476046608042
2104	2104	yeast_gpl2529	3.5389705088875365	0.04945600877287677	spectral_biclust	{u'ngenes': 10, u'method': u'spectral_biclust', u'n': 50}	yeast_gpl2529_16	-0.026116292589577948
2105	2105	yeast_gpl2529	3.8759876237069535	0.04471836060541677	spectral_biclust	{u'ngenes': 20, u'method': u'spectral_biclust', u'n': 50}	yeast_gpl2529_17	-0.08108372970743986
2106	2106	yeast_gpl2529	4.073610752556875	0.048550719903754765	spectral_biclust	{u'ngenes': 50, u'method': u'spectral_biclust', u'n': 50}	yeast_gpl2529_18	-0.11452890539446585
2107	2107	yeast_gpl2529	4.20089608341685	0.04831356830379243	spectral_biclust	{u'ngenes': 100, u'method': u'spectral_biclust', u'n': 50}	yeast_gpl2529_19	-0.12865222858839306
2108	2108	yeast_gpl2529	3.966728824864623	0.039124855650806416	spectral_biclust	{u'ngenes': 200, u'method': u'spectral_biclust', u'n': 50}	yeast_gpl2529_20	-0.17310124069549962
2109	2109	yeast_gpl2529	3.7259162895613254	0.03028210079282038	spectral_biclust	{u'ngenes': 300, u'method': u'spectral_biclust', u'n': 50}	yeast_gpl2529_21	-0.19401194857482745
2110	2110	yeast_gpl2529	3.4968358796778407	0.039461735837972384	spectral_biclust	{u'ngenes': 400, u'method': u'spectral_biclust', u'n': 50}	yeast_gpl2529_22	-0.21544339810184804
2111	2111	yeast_gpl2529	3.3375558252748707	0.04142119618471665	spectral_biclust	{u'ngenes': 500, u'method': u'spectral_biclust', u'n': 50}	yeast_gpl2529_23	-0.2317109275957262
2112	2112	yeast_gpl2529	3.3802322094672745	0.051647828862480025	spectral_biclust	{u'ngenes': 10, u'method': u'spectral_biclust', u'n': 100}	yeast_gpl2529_24	-0.03221503217997376
2113	2113	yeast_gpl2529	3.5218016158403933	0.04561167444091195	spectral_biclust	{u'ngenes': 20, u'method': u'spectral_biclust', u'n': 100}	yeast_gpl2529_25	-0.08491665540213393
2114	2114	yeast_gpl2529	4.08296392201063	0.048550719903754765	spectral_biclust	{u'ngenes': 50, u'method': u'spectral_biclust', u'n': 100}	yeast_gpl2529_26	-0.11078653629928877
2115	2115	yeast_gpl2529	4.112541345234511	0.042018254600320284	spectral_biclust	{u'ngenes': 100, u'method': u'spectral_biclust', u'n': 100}	yeast_gpl2529_27	-0.1477626363153926
2116	2116	yeast_gpl2529	3.7055050240474814	0.042879430082486084	spectral_biclust	{u'ngenes': 200, u'method': u'spectral_biclust', u'n': 100}	yeast_gpl2529_28	-0.16504482055127132
2117	2117	yeast_gpl2529	3.612687880378248	0.045857473114166984	spectral_biclust	{u'ngenes': 300, u'method': u'spectral_biclust', u'n': 100}	yeast_gpl2529_29	-0.1902388065020304
2118	2118	yeast_gpl2529	3.3764819766268084	0.03444865569553001	spectral_biclust	{u'ngenes': 400, u'method': u'spectral_biclust', u'n': 100}	yeast_gpl2529_30	-0.21854839478248214
2119	2119	yeast_gpl2529	3.137782914323263	0.04284433335239193	spectral_biclust	{u'ngenes': 500, u'method': u'spectral_biclust', u'n': 100}	yeast_gpl2529_31	-0.21848358084677544
