	Unnamed: 0	dataset	davies-bouldin	dunn	method	params	setting_id	silhouette
372	372	ecoli_colombos			ica_zscore	{u'k': 350.0, u'method': u'ica_zscore', u'stdcutoff': 4.5}	ecoli_colombos_92	
373	373	ecoli_colombos			ica_zscore	{u'k': 350.0, u'method': u'ica_zscore', u'stdcutoff': 5.0}	ecoli_colombos_93	
374	374	ecoli_colombos			ica_zscore	{u'k': 350.0, u'method': u'ica_zscore', u'stdcutoff': 5.5}	ecoli_colombos_94	
375	375	ecoli_colombos			ica_zscore	{u'k': 350.0, u'method': u'ica_zscore', u'stdcutoff': 6.0}	ecoli_colombos_95	
376	376	ecoli_colombos			ica_zscore	{u'k': 350.0, u'method': u'ica_zscore', u'stdcutoff': 6.5}	ecoli_colombos_96	
377	377	ecoli_colombos			ica_zscore	{u'k': 350.0, u'method': u'ica_zscore', u'stdcutoff': 7.0}	ecoli_colombos_97	
378	378	ecoli_colombos	11.565015893662345	0.1331257120686825	ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 0.5}	ecoli_colombos_98	-0.20655668766818036
379	379	ecoli_colombos	6.367322159666138	0.15196168546239527	ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 1.0}	ecoli_colombos_99	-0.09770888900479588
380	380	ecoli_colombos	4.7266516088024595	0.15923491998310865	ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 1.5}	ecoli_colombos_100	-0.1272491455277294
381	381	ecoli_colombos	3.7394070347738415	0.13414612268369533	ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 2.0}	ecoli_colombos_101	-0.2589691458617503
382	382	ecoli_colombos			ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 2.5}	ecoli_colombos_102	
383	383	ecoli_colombos			ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 3.0}	ecoli_colombos_103	
384	384	ecoli_colombos			ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 3.5}	ecoli_colombos_104	
385	385	ecoli_colombos			ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 4.0}	ecoli_colombos_105	
386	386	ecoli_colombos			ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 4.5}	ecoli_colombos_106	
387	387	ecoli_colombos			ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 5.0}	ecoli_colombos_107	
388	388	ecoli_colombos			ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 5.5}	ecoli_colombos_108	
389	389	ecoli_colombos			ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 6.0}	ecoli_colombos_109	
390	390	ecoli_colombos			ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 6.5}	ecoli_colombos_110	
391	391	ecoli_colombos			ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 7.0}	ecoli_colombos_111	
392	392	ecoli_colombos	12.040802700311534	0.13657144349539746	ica_zscore	{u'k': 450.0, u'method': u'ica_zscore', u'stdcutoff': 0.5}	ecoli_colombos_112	-0.2312402148490624
393	393	ecoli_colombos	6.3651758482272935	0.13896852964406772	ica_zscore	{u'k': 450.0, u'method': u'ica_zscore', u'stdcutoff': 1.0}	ecoli_colombos_113	-0.2875959188711464
394	394	ecoli_colombos	4.620768211695107	0.15021285838596996	ica_zscore	{u'k': 450.0, u'method': u'ica_zscore', u'stdcutoff': 1.5}	ecoli_colombos_114	-0.2819981404551293
395	395	ecoli_colombos	3.547071334947781	0.14881951108903652	ica_zscore	{u'k': 450.0, u'method': u'ica_zscore', u'stdcutoff': 2.0}	ecoli_colombos_115	-0.26552320169170945
396	396	ecoli_colombos			ica_zscore	{u'k': 450.0, u'method': u'ica_zscore', u'stdcutoff': 2.5}	ecoli_colombos_116	
397	397	ecoli_colombos			ica_zscore	{u'k': 450.0, u'method': u'ica_zscore', u'stdcutoff': 3.0}	ecoli_colombos_117	
398	398	ecoli_colombos			ica_zscore	{u'k': 450.0, u'method': u'ica_zscore', u'stdcutoff': 3.5}	ecoli_colombos_118	
399	399	ecoli_colombos			ica_zscore	{u'k': 450.0, u'method': u'ica_zscore', u'stdcutoff': 4.0}	ecoli_colombos_119	
400	400	ecoli_colombos			ica_zscore	{u'k': 450.0, u'method': u'ica_zscore', u'stdcutoff': 4.5}	ecoli_colombos_120	
401	401	ecoli_colombos			ica_zscore	{u'k': 450.0, u'method': u'ica_zscore', u'stdcutoff': 5.0}	ecoli_colombos_121	
402	402	ecoli_colombos			ica_zscore	{u'k': 450.0, u'method': u'ica_zscore', u'stdcutoff': 5.5}	ecoli_colombos_122	
403	403	ecoli_colombos			ica_zscore	{u'k': 450.0, u'method': u'ica_zscore', u'stdcutoff': 6.0}	ecoli_colombos_123	
404	404	ecoli_colombos			ica_zscore	{u'k': 450.0, u'method': u'ica_zscore', u'stdcutoff': 6.5}	ecoli_colombos_124	
405	405	ecoli_colombos			ica_zscore	{u'k': 450.0, u'method': u'ica_zscore', u'stdcutoff': 7.0}	ecoli_colombos_125	
406	406	ecoli_colombos	10.327442339899543	0.1365705671895097	ica_zscore	{u'k': 500.0, u'method': u'ica_zscore', u'stdcutoff': 0.5}	ecoli_colombos_126	-0.2868208863668403
407	407	ecoli_colombos	6.30947949011007	0.13414612268369533	ica_zscore	{u'k': 500.0, u'method': u'ica_zscore', u'stdcutoff': 1.0}	ecoli_colombos_127	-0.28582736813553544
408	408	ecoli_colombos	4.241651387480947	0.15628653162745407	ica_zscore	{u'k': 500.0, u'method': u'ica_zscore', u'stdcutoff': 1.5}	ecoli_colombos_128	-0.2884760960832522
409	409	ecoli_colombos	3.511833347880501	0.156368370078088	ica_zscore	{u'k': 500.0, u'method': u'ica_zscore', u'stdcutoff': 2.0}	ecoli_colombos_129	-0.2759586558324583
410	410	ecoli_colombos			ica_zscore	{u'k': 500.0, u'method': u'ica_zscore', u'stdcutoff': 2.5}	ecoli_colombos_130	
411	411	ecoli_colombos			ica_zscore	{u'k': 500.0, u'method': u'ica_zscore', u'stdcutoff': 3.0}	ecoli_colombos_131	
412	412	ecoli_colombos			ica_zscore	{u'k': 500.0, u'method': u'ica_zscore', u'stdcutoff': 3.5}	ecoli_colombos_132	
413	413	ecoli_colombos			ica_zscore	{u'k': 500.0, u'method': u'ica_zscore', u'stdcutoff': 4.0}	ecoli_colombos_133	
414	414	ecoli_colombos			ica_zscore	{u'k': 500.0, u'method': u'ica_zscore', u'stdcutoff': 4.5}	ecoli_colombos_134	
415	415	ecoli_colombos			ica_zscore	{u'k': 500.0, u'method': u'ica_zscore', u'stdcutoff': 5.0}	ecoli_colombos_135	
416	416	ecoli_colombos			ica_zscore	{u'k': 500.0, u'method': u'ica_zscore', u'stdcutoff': 5.5}	ecoli_colombos_136	
417	417	ecoli_colombos			ica_zscore	{u'k': 500.0, u'method': u'ica_zscore', u'stdcutoff': 6.0}	ecoli_colombos_137	
418	418	ecoli_colombos			ica_zscore	{u'k': 500.0, u'method': u'ica_zscore', u'stdcutoff': 6.5}	ecoli_colombos_138	
419	419	ecoli_colombos			ica_zscore	{u'k': 500.0, u'method': u'ica_zscore', u'stdcutoff': 7.0}	ecoli_colombos_139	
420	420	ecoli_colombos	10.4223087885754	0.1404202934821249	ica_zscore	{u'k': 550.0, u'method': u'ica_zscore', u'stdcutoff': 0.5}	ecoli_colombos_140	-0.2865368845681087
421	421	ecoli_colombos	6.190537419797736	0.15021285838596996	ica_zscore	{u'k': 550.0, u'method': u'ica_zscore', u'stdcutoff': 1.0}	ecoli_colombos_141	-0.28873379618612977
422	422	ecoli_colombos	4.188390111967158	0.1592315191080157	ica_zscore	{u'k': 550.0, u'method': u'ica_zscore', u'stdcutoff': 1.5}	ecoli_colombos_142	-0.2805002542494203
423	423	ecoli_colombos	3.530244839219803	0.16017442622977393	ica_zscore	{u'k': 550.0, u'method': u'ica_zscore', u'stdcutoff': 2.0}	ecoli_colombos_143	-0.2714036986644929
424	424	ecoli_colombos	3.052238487005128	0.16017442622977393	ica_zscore	{u'k': 550.0, u'method': u'ica_zscore', u'stdcutoff': 2.5}	ecoli_colombos_144	-0.2282402680153224
425	425	ecoli_colombos			ica_zscore	{u'k': 550.0, u'method': u'ica_zscore', u'stdcutoff': 3.0}	ecoli_colombos_145	
426	426	ecoli_colombos			ica_zscore	{u'k': 550.0, u'method': u'ica_zscore', u'stdcutoff': 3.5}	ecoli_colombos_146	
427	427	ecoli_colombos			ica_zscore	{u'k': 550.0, u'method': u'ica_zscore', u'stdcutoff': 4.0}	ecoli_colombos_147	
428	428	ecoli_colombos			ica_zscore	{u'k': 550.0, u'method': u'ica_zscore', u'stdcutoff': 4.5}	ecoli_colombos_148	
429	429	ecoli_colombos			ica_zscore	{u'k': 550.0, u'method': u'ica_zscore', u'stdcutoff': 5.0}	ecoli_colombos_149	
430	430	ecoli_colombos			ica_zscore	{u'k': 550.0, u'method': u'ica_zscore', u'stdcutoff': 5.5}	ecoli_colombos_150	
431	431	ecoli_colombos			ica_zscore	{u'k': 550.0, u'method': u'ica_zscore', u'stdcutoff': 6.0}	ecoli_colombos_151	
432	432	ecoli_colombos			ica_zscore	{u'k': 550.0, u'method': u'ica_zscore', u'stdcutoff': 6.5}	ecoli_colombos_152	
433	433	ecoli_colombos			ica_zscore	{u'k': 550.0, u'method': u'ica_zscore', u'stdcutoff': 7.0}	ecoli_colombos_153	
434	434	ecoli_colombos	9.429437990367207	0.13414612268369533	ica_zscore	{u'k': 600.0, u'method': u'ica_zscore', u'stdcutoff': 0.5}	ecoli_colombos_154	-0.28588901160519
435	435	ecoli_colombos	5.775084865439318	0.14152611217399158	ica_zscore	{u'k': 600.0, u'method': u'ica_zscore', u'stdcutoff': 1.0}	ecoli_colombos_155	-0.28693629711528945
436	436	ecoli_colombos	4.131041634365111	0.15418178057241835	ica_zscore	{u'k': 600.0, u'method': u'ica_zscore', u'stdcutoff': 1.5}	ecoli_colombos_156	-0.2913010239811261
437	437	ecoli_colombos	3.3909005215523798	0.16525026622030184	ica_zscore	{u'k': 600.0, u'method': u'ica_zscore', u'stdcutoff': 2.0}	ecoli_colombos_157	-0.28091662887844737
438	438	ecoli_colombos			ica_zscore	{u'k': 600.0, u'method': u'ica_zscore', u'stdcutoff': 2.5}	ecoli_colombos_158	
439	439	ecoli_colombos			ica_zscore	{u'k': 600.0, u'method': u'ica_zscore', u'stdcutoff': 3.0}	ecoli_colombos_159	
440	440	ecoli_colombos			ica_zscore	{u'k': 600.0, u'method': u'ica_zscore', u'stdcutoff': 3.5}	ecoli_colombos_160	
441	441	ecoli_colombos			ica_zscore	{u'k': 600.0, u'method': u'ica_zscore', u'stdcutoff': 4.0}	ecoli_colombos_161	
442	442	ecoli_colombos			ica_zscore	{u'k': 600.0, u'method': u'ica_zscore', u'stdcutoff': 4.5}	ecoli_colombos_162	
443	443	ecoli_colombos			ica_zscore	{u'k': 600.0, u'method': u'ica_zscore', u'stdcutoff': 5.0}	ecoli_colombos_163	
444	444	ecoli_colombos			ica_zscore	{u'k': 600.0, u'method': u'ica_zscore', u'stdcutoff': 5.5}	ecoli_colombos_164	
445	445	ecoli_colombos			ica_zscore	{u'k': 600.0, u'method': u'ica_zscore', u'stdcutoff': 6.0}	ecoli_colombos_165	
446	446	ecoli_colombos			ica_zscore	{u'k': 600.0, u'method': u'ica_zscore', u'stdcutoff': 6.5}	ecoli_colombos_166	
447	447	ecoli_colombos			ica_zscore	{u'k': 600.0, u'method': u'ica_zscore', u'stdcutoff': 7.0}	ecoli_colombos_167	
448	448	ecoli_dream5	7.39405985252055	0.025200193968060298	ica_zscore	{u'k': 50.0, u'method': u'ica_zscore', u'stdcutoff': 0.5}	ecoli_dream5_0	-0.3528729220678966
449	449	ecoli_dream5	8.80045170226528	0.019945799486874142	ica_zscore	{u'k': 50.0, u'method': u'ica_zscore', u'stdcutoff': 1.0}	ecoli_dream5_1	-0.3442915950761149
450	450	ecoli_dream5			ica_zscore	{u'k': 50.0, u'method': u'ica_zscore', u'stdcutoff': 1.5}	ecoli_dream5_2	
451	451	ecoli_dream5			ica_zscore	{u'k': 50.0, u'method': u'ica_zscore', u'stdcutoff': 2.0}	ecoli_dream5_3	
452	452	ecoli_dream5			ica_zscore	{u'k': 50.0, u'method': u'ica_zscore', u'stdcutoff': 2.5}	ecoli_dream5_4	
453	453	ecoli_dream5			ica_zscore	{u'k': 50.0, u'method': u'ica_zscore', u'stdcutoff': 3.0}	ecoli_dream5_5	
454	454	ecoli_dream5			ica_zscore	{u'k': 50.0, u'method': u'ica_zscore', u'stdcutoff': 3.5}	ecoli_dream5_6	
455	455	ecoli_dream5			ica_zscore	{u'k': 50.0, u'method': u'ica_zscore', u'stdcutoff': 4.0}	ecoli_dream5_7	
456	456	ecoli_dream5			ica_zscore	{u'k': 50.0, u'method': u'ica_zscore', u'stdcutoff': 4.5}	ecoli_dream5_8	
457	457	ecoli_dream5			ica_zscore	{u'k': 50.0, u'method': u'ica_zscore', u'stdcutoff': 5.0}	ecoli_dream5_9	
458	458	ecoli_dream5			ica_zscore	{u'k': 50.0, u'method': u'ica_zscore', u'stdcutoff': 5.5}	ecoli_dream5_10	
459	459	ecoli_dream5			ica_zscore	{u'k': 50.0, u'method': u'ica_zscore', u'stdcutoff': 6.0}	ecoli_dream5_11	
460	460	ecoli_dream5			ica_zscore	{u'k': 50.0, u'method': u'ica_zscore', u'stdcutoff': 6.5}	ecoli_dream5_12	
461	461	ecoli_dream5			ica_zscore	{u'k': 50.0, u'method': u'ica_zscore', u'stdcutoff': 7.0}	ecoli_dream5_13	
462	462	ecoli_dream5	10.12181576971157	0.022932803930668363	ica_zscore	{u'k': 100.0, u'method': u'ica_zscore', u'stdcutoff': 0.5}	ecoli_dream5_14	-0.3501012024715735
463	463	ecoli_dream5	6.4951257510829645	0.01940508552428783	ica_zscore	{u'k': 100.0, u'method': u'ica_zscore', u'stdcutoff': 1.0}	ecoli_dream5_15	-0.4308649645106912
464	464	ecoli_dream5			ica_zscore	{u'k': 100.0, u'method': u'ica_zscore', u'stdcutoff': 1.5}	ecoli_dream5_16	
465	465	ecoli_dream5			ica_zscore	{u'k': 100.0, u'method': u'ica_zscore', u'stdcutoff': 2.0}	ecoli_dream5_17	
466	466	ecoli_dream5			ica_zscore	{u'k': 100.0, u'method': u'ica_zscore', u'stdcutoff': 2.5}	ecoli_dream5_18	
467	467	ecoli_dream5			ica_zscore	{u'k': 100.0, u'method': u'ica_zscore', u'stdcutoff': 3.0}	ecoli_dream5_19	
468	468	ecoli_dream5			ica_zscore	{u'k': 100.0, u'method': u'ica_zscore', u'stdcutoff': 3.5}	ecoli_dream5_20	
469	469	ecoli_dream5			ica_zscore	{u'k': 100.0, u'method': u'ica_zscore', u'stdcutoff': 4.0}	ecoli_dream5_21	
470	470	ecoli_dream5			ica_zscore	{u'k': 100.0, u'method': u'ica_zscore', u'stdcutoff': 4.5}	ecoli_dream5_22	
471	471	ecoli_dream5			ica_zscore	{u'k': 100.0, u'method': u'ica_zscore', u'stdcutoff': 5.0}	ecoli_dream5_23	
472	472	ecoli_dream5			ica_zscore	{u'k': 100.0, u'method': u'ica_zscore', u'stdcutoff': 5.5}	ecoli_dream5_24	
473	473	ecoli_dream5			ica_zscore	{u'k': 100.0, u'method': u'ica_zscore', u'stdcutoff': 6.0}	ecoli_dream5_25	
474	474	ecoli_dream5			ica_zscore	{u'k': 100.0, u'method': u'ica_zscore', u'stdcutoff': 6.5}	ecoli_dream5_26	
475	475	ecoli_dream5			ica_zscore	{u'k': 100.0, u'method': u'ica_zscore', u'stdcutoff': 7.0}	ecoli_dream5_27	
476	476	ecoli_dream5	11.172759049163924	0.02432011764826248	ica_zscore	{u'k': 150.0, u'method': u'ica_zscore', u'stdcutoff': 0.5}	ecoli_dream5_28	-0.15222334262945314
477	477	ecoli_dream5	6.993480453301693	0.01874868189245877	ica_zscore	{u'k': 150.0, u'method': u'ica_zscore', u'stdcutoff': 1.0}	ecoli_dream5_29	-0.45273240414238
478	478	ecoli_dream5			ica_zscore	{u'k': 150.0, u'method': u'ica_zscore', u'stdcutoff': 1.5}	ecoli_dream5_30	
479	479	ecoli_dream5			ica_zscore	{u'k': 150.0, u'method': u'ica_zscore', u'stdcutoff': 2.0}	ecoli_dream5_31	
480	480	ecoli_dream5			ica_zscore	{u'k': 150.0, u'method': u'ica_zscore', u'stdcutoff': 2.5}	ecoli_dream5_32	
481	481	ecoli_dream5			ica_zscore	{u'k': 150.0, u'method': u'ica_zscore', u'stdcutoff': 3.0}	ecoli_dream5_33	
482	482	ecoli_dream5			ica_zscore	{u'k': 150.0, u'method': u'ica_zscore', u'stdcutoff': 3.5}	ecoli_dream5_34	
483	483	ecoli_dream5			ica_zscore	{u'k': 150.0, u'method': u'ica_zscore', u'stdcutoff': 4.0}	ecoli_dream5_35	
484	484	ecoli_dream5			ica_zscore	{u'k': 150.0, u'method': u'ica_zscore', u'stdcutoff': 4.5}	ecoli_dream5_36	
485	485	ecoli_dream5			ica_zscore	{u'k': 150.0, u'method': u'ica_zscore', u'stdcutoff': 5.0}	ecoli_dream5_37	
486	486	ecoli_dream5			ica_zscore	{u'k': 150.0, u'method': u'ica_zscore', u'stdcutoff': 5.5}	ecoli_dream5_38	
487	487	ecoli_dream5			ica_zscore	{u'k': 150.0, u'method': u'ica_zscore', u'stdcutoff': 6.0}	ecoli_dream5_39	
488	488	ecoli_dream5			ica_zscore	{u'k': 150.0, u'method': u'ica_zscore', u'stdcutoff': 6.5}	ecoli_dream5_40	
489	489	ecoli_dream5			ica_zscore	{u'k': 150.0, u'method': u'ica_zscore', u'stdcutoff': 7.0}	ecoli_dream5_41	
490	490	ecoli_dream5	10.932887794206236	0.01874868189245877	ica_zscore	{u'k': 200.0, u'method': u'ica_zscore', u'stdcutoff': 0.5}	ecoli_dream5_42	-0.3207547079481163
491	491	ecoli_dream5	7.86004683804639	0.019331460927749424	ica_zscore	{u'k': 200.0, u'method': u'ica_zscore', u'stdcutoff': 1.0}	ecoli_dream5_43	-0.4373716039671279
492	492	ecoli_dream5	6.090635337893089	0.026131209067924783	ica_zscore	{u'k': 200.0, u'method': u'ica_zscore', u'stdcutoff': 1.5}	ecoli_dream5_44	-0.4425338288557019
493	493	ecoli_dream5			ica_zscore	{u'k': 200.0, u'method': u'ica_zscore', u'stdcutoff': 2.0}	ecoli_dream5_45	
494	494	ecoli_dream5			ica_zscore	{u'k': 200.0, u'method': u'ica_zscore', u'stdcutoff': 2.5}	ecoli_dream5_46	
495	495	ecoli_dream5			ica_zscore	{u'k': 200.0, u'method': u'ica_zscore', u'stdcutoff': 3.0}	ecoli_dream5_47	
496	496	ecoli_dream5			ica_zscore	{u'k': 200.0, u'method': u'ica_zscore', u'stdcutoff': 3.5}	ecoli_dream5_48	
497	497	ecoli_dream5			ica_zscore	{u'k': 200.0, u'method': u'ica_zscore', u'stdcutoff': 4.0}	ecoli_dream5_49	
498	498	ecoli_dream5			ica_zscore	{u'k': 200.0, u'method': u'ica_zscore', u'stdcutoff': 4.5}	ecoli_dream5_50	
499	499	ecoli_dream5			ica_zscore	{u'k': 200.0, u'method': u'ica_zscore', u'stdcutoff': 5.0}	ecoli_dream5_51	
500	500	ecoli_dream5			ica_zscore	{u'k': 200.0, u'method': u'ica_zscore', u'stdcutoff': 5.5}	ecoli_dream5_52	
501	501	ecoli_dream5			ica_zscore	{u'k': 200.0, u'method': u'ica_zscore', u'stdcutoff': 6.0}	ecoli_dream5_53	
502	502	ecoli_dream5			ica_zscore	{u'k': 200.0, u'method': u'ica_zscore', u'stdcutoff': 6.5}	ecoli_dream5_54	
503	503	ecoli_dream5			ica_zscore	{u'k': 200.0, u'method': u'ica_zscore', u'stdcutoff': 7.0}	ecoli_dream5_55	
504	504	ecoli_dream5	9.848119589083993	0.01874868189245877	ica_zscore	{u'k': 250.0, u'method': u'ica_zscore', u'stdcutoff': 0.5}	ecoli_dream5_56	-0.24348260861632734
505	505	ecoli_dream5	7.775381088115942	0.01932660452694453	ica_zscore	{u'k': 250.0, u'method': u'ica_zscore', u'stdcutoff': 1.0}	ecoli_dream5_57	-0.446201851809265
506	506	ecoli_dream5	6.085723788188817	0.0204823309448844	ica_zscore	{u'k': 250.0, u'method': u'ica_zscore', u'stdcutoff': 1.5}	ecoli_dream5_58	-0.4744228140152231
507	507	ecoli_dream5			ica_zscore	{u'k': 250.0, u'method': u'ica_zscore', u'stdcutoff': 2.0}	ecoli_dream5_59	
508	508	ecoli_dream5			ica_zscore	{u'k': 250.0, u'method': u'ica_zscore', u'stdcutoff': 2.5}	ecoli_dream5_60	
509	509	ecoli_dream5			ica_zscore	{u'k': 250.0, u'method': u'ica_zscore', u'stdcutoff': 3.0}	ecoli_dream5_61	
510	510	ecoli_dream5			ica_zscore	{u'k': 250.0, u'method': u'ica_zscore', u'stdcutoff': 3.5}	ecoli_dream5_62	
511	511	ecoli_dream5			ica_zscore	{u'k': 250.0, u'method': u'ica_zscore', u'stdcutoff': 4.0}	ecoli_dream5_63	
512	512	ecoli_dream5			ica_zscore	{u'k': 250.0, u'method': u'ica_zscore', u'stdcutoff': 4.5}	ecoli_dream5_64	
513	513	ecoli_dream5			ica_zscore	{u'k': 250.0, u'method': u'ica_zscore', u'stdcutoff': 5.0}	ecoli_dream5_65	
514	514	ecoli_dream5			ica_zscore	{u'k': 250.0, u'method': u'ica_zscore', u'stdcutoff': 5.5}	ecoli_dream5_66	
515	515	ecoli_dream5			ica_zscore	{u'k': 250.0, u'method': u'ica_zscore', u'stdcutoff': 6.0}	ecoli_dream5_67	
516	516	ecoli_dream5			ica_zscore	{u'k': 250.0, u'method': u'ica_zscore', u'stdcutoff': 6.5}	ecoli_dream5_68	
517	517	ecoli_dream5			ica_zscore	{u'k': 250.0, u'method': u'ica_zscore', u'stdcutoff': 7.0}	ecoli_dream5_69	
518	518	ecoli_dream5	16.705811343677293	0.018633042932520195	ica_zscore	{u'k': 300.0, u'method': u'ica_zscore', u'stdcutoff': 0.5}	ecoli_dream5_70	-0.21619945866676
519	519	ecoli_dream5	8.143777430435996	0.019806005381152143	ica_zscore	{u'k': 300.0, u'method': u'ica_zscore', u'stdcutoff': 1.0}	ecoli_dream5_71	-0.4617512464799366
520	520	ecoli_dream5			ica_zscore	{u'k': 300.0, u'method': u'ica_zscore', u'stdcutoff': 1.5}	ecoli_dream5_72	
521	521	ecoli_dream5			ica_zscore	{u'k': 300.0, u'method': u'ica_zscore', u'stdcutoff': 2.0}	ecoli_dream5_73	
522	522	ecoli_dream5			ica_zscore	{u'k': 300.0, u'method': u'ica_zscore', u'stdcutoff': 2.5}	ecoli_dream5_74	
523	523	ecoli_dream5			ica_zscore	{u'k': 300.0, u'method': u'ica_zscore', u'stdcutoff': 3.0}	ecoli_dream5_75	
524	524	ecoli_dream5			ica_zscore	{u'k': 300.0, u'method': u'ica_zscore', u'stdcutoff': 3.5}	ecoli_dream5_76	
525	525	ecoli_dream5			ica_zscore	{u'k': 300.0, u'method': u'ica_zscore', u'stdcutoff': 4.0}	ecoli_dream5_77	
526	526	ecoli_dream5			ica_zscore	{u'k': 300.0, u'method': u'ica_zscore', u'stdcutoff': 4.5}	ecoli_dream5_78	
527	527	ecoli_dream5			ica_zscore	{u'k': 300.0, u'method': u'ica_zscore', u'stdcutoff': 5.0}	ecoli_dream5_79	
528	528	ecoli_dream5			ica_zscore	{u'k': 300.0, u'method': u'ica_zscore', u'stdcutoff': 5.5}	ecoli_dream5_80	
529	529	ecoli_dream5			ica_zscore	{u'k': 300.0, u'method': u'ica_zscore', u'stdcutoff': 6.0}	ecoli_dream5_81	
530	530	ecoli_dream5			ica_zscore	{u'k': 300.0, u'method': u'ica_zscore', u'stdcutoff': 6.5}	ecoli_dream5_82	
531	531	ecoli_dream5			ica_zscore	{u'k': 300.0, u'method': u'ica_zscore', u'stdcutoff': 7.0}	ecoli_dream5_83	
532	532	ecoli_dream5	11.944395555434538	0.019141914147961545	ica_zscore	{u'k': 350.0, u'method': u'ica_zscore', u'stdcutoff': 0.5}	ecoli_dream5_84	-0.2554937125027595
533	533	ecoli_dream5	7.886774232656246	0.022271347245080068	ica_zscore	{u'k': 350.0, u'method': u'ica_zscore', u'stdcutoff': 1.0}	ecoli_dream5_85	-0.42040245952308025
534	534	ecoli_dream5	5.839388534603053	0.0265292316311169	ica_zscore	{u'k': 350.0, u'method': u'ica_zscore', u'stdcutoff': 1.5}	ecoli_dream5_86	-0.4760783315606485
535	535	ecoli_dream5			ica_zscore	{u'k': 350.0, u'method': u'ica_zscore', u'stdcutoff': 2.0}	ecoli_dream5_87	
536	536	ecoli_dream5			ica_zscore	{u'k': 350.0, u'method': u'ica_zscore', u'stdcutoff': 2.5}	ecoli_dream5_88	
537	537	ecoli_dream5			ica_zscore	{u'k': 350.0, u'method': u'ica_zscore', u'stdcutoff': 3.0}	ecoli_dream5_89	
538	538	ecoli_dream5			ica_zscore	{u'k': 350.0, u'method': u'ica_zscore', u'stdcutoff': 3.5}	ecoli_dream5_90	
539	539	ecoli_dream5			ica_zscore	{u'k': 350.0, u'method': u'ica_zscore', u'stdcutoff': 4.0}	ecoli_dream5_91	
540	540	ecoli_dream5			ica_zscore	{u'k': 350.0, u'method': u'ica_zscore', u'stdcutoff': 4.5}	ecoli_dream5_92	
541	541	ecoli_dream5			ica_zscore	{u'k': 350.0, u'method': u'ica_zscore', u'stdcutoff': 5.0}	ecoli_dream5_93	
542	542	ecoli_dream5			ica_zscore	{u'k': 350.0, u'method': u'ica_zscore', u'stdcutoff': 5.5}	ecoli_dream5_94	
543	543	ecoli_dream5			ica_zscore	{u'k': 350.0, u'method': u'ica_zscore', u'stdcutoff': 6.0}	ecoli_dream5_95	
544	544	ecoli_dream5			ica_zscore	{u'k': 350.0, u'method': u'ica_zscore', u'stdcutoff': 6.5}	ecoli_dream5_96	
545	545	ecoli_dream5			ica_zscore	{u'k': 350.0, u'method': u'ica_zscore', u'stdcutoff': 7.0}	ecoli_dream5_97	
546	546	ecoli_dream5	17.203071034681553	0.01924736853339432	ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 0.5}	ecoli_dream5_98	-0.17712604143186592
547	547	ecoli_dream5	8.358623219225638	0.019436058455651363	ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 1.0}	ecoli_dream5_99	-0.437060842302748
548	548	ecoli_dream5	5.8075744882257245	0.02027649081012507	ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 1.5}	ecoli_dream5_100	-0.5113316041972433
549	549	ecoli_dream5			ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 2.0}	ecoli_dream5_101	
550	550	ecoli_dream5			ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 2.5}	ecoli_dream5_102	
551	551	ecoli_dream5			ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 3.0}	ecoli_dream5_103	
552	552	ecoli_dream5			ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 3.5}	ecoli_dream5_104	
553	553	ecoli_dream5			ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 4.0}	ecoli_dream5_105	
554	554	ecoli_dream5			ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 4.5}	ecoli_dream5_106	
555	555	ecoli_dream5			ica_zscore	{u'k': 400.0, u'method': u'ica_zscore', u'stdcutoff': 5.0}	ecoli_dream5_107	
